web-scraper-order,web-scraper-start-url,pag,Data,Hora,Casa,Fora,Golos(Casa-Fora),Jornada
"1668125055-508","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-11-30","20:15","SC Braga","FC Vizela","4-1","J12"
"1668125055-509","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-03","19:00","Portimonense","FC Porto","0-3","J13"
"1668125055-510","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-03","21:15","Benfica","Sporting","1-3","J13"
"1668125055-511","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-04","18:00","Boavista","Marítimo","1-1","J13"
"1668125055-512","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-04","20:30","Paços de Ferreira","Vitória SC","1-2","J13"
"1668125055-513","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-05","15:30","Santa Clara","FC Arouca","2-1","J13"
"1668125055-514","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-05","18:00","Gil Vicente","FC Famalicão","4-0","J13"
"1668125055-515","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-05","20:30","SC Braga","Estoril Praia","2-0","J13"
"1668125055-516","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-10","20:15","Paços de Ferreira","Gil Vicente","0-1","J14"
"1668125055-517","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-11","15:30","Marítimo","Santa Clara","4-1","J14"
"1668125055-518","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-11","18:00","Vitória SC","CD Tondela","5-2","J14"
"1668125055-519","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-11","20:30","Sporting","Boavista","2-0","J14"
"1668125055-520","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-12","15:30","Moreirense","Portimonense","0-1","J14"
"1668125055-521","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-12","15:30","B SAD","Estoril Praia","0-1","J14"
"1668125055-522","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-12","18:00","FC Famalicão","Benfica","1-4","J14"
"1668125055-523","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-12","20:30","FC Porto","SC Braga","1-0","J14"
"1668125055-524","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-13","20:15","FC Arouca","FC Vizela","1-4","J14"
"1668125055-525","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-17","19:00","Santa Clara","Vitória SC","1-0","J15"
"1668125055-526","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-17","21:15","Estoril Praia","FC Famalicão","2-2","J15"
"1668125055-527","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-18","15:30","CD Tondela","Paços de Ferreira","0-1","J15"
"1668125055-528","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-18","15:30","Portimonense","FC Arouca","1-1","J15"
"1668125055-529","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-18","20:30","Gil Vicente","Sporting","0-3","J15"
"1668125055-530","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-19","17:00","Boavista","Moreirense","1-0","J15"
"1668125055-531","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-19","17:00","Benfica","Marítimo","7-1","J15"
"1668125055-532","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-19","19:00","FC Vizela","FC Porto","0-4","J15"
"1668125055-533","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-19","21:00","SC Braga","B SAD","1-0","J15"
"1668125055-534","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-28","17:00","CD Tondela","Gil Vicente","0-3","J16"
"1668125055-535","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-28","19:00","Marítimo","FC Vizela","2-0","J16"
"1668125055-536","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-28","21:00","Moreirense","Estoril Praia","1-0","J16"
"1668125055-537","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-29","19:00","Vitória SC","Boavista","1-1","J16"
"1668125055-538","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-29","21:00","Sporting","Portimonense","3-2","J16"
"1668125055-539","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-30","17:00","Paços de Ferreira","Santa Clara","2-1","J16"
"1668125055-540","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-30","19:00","FC Arouca","SC Braga","0-6","J16"
"1668125055-541","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2021-12-30","21:00","FC Porto","Benfica","3-1","J16"
"1668125055-542","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2022-01-02","18:30","FC Vizela","B SAD","2-0","J13"
"1668125055-543","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2022-01-03","20:15","CD Tondela","Moreirense","2-1","J13"
"1668125055-544","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2022-01-07","18:30","Santa Clara","Sporting","3-2","J17"
"1668125055-545","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2022-01-08","15:30","FC Vizela","Moreirense","0-1","J17"
"1668125055-546","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2022-01-08","18:00","Estoril Praia","FC Porto","2-3","J17"
"1668125055-547","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2022-01-08","20:30","Boavista","CD Tondela","1-1","J17"
"1668125055-548","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2022-01-09","15:30","Portimonense","Marítimo","1-2","J17"
"1668125055-549","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2022-01-09","18:00","Benfica","Paços de Ferreira","2-0","J17"
"1668125055-550","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=3","2022-01-09","18:00","SC Braga","FC Famalicão","2-2","J17"
"1668125058-551","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-09-19","18:00","FC Porto","Moreirense","5-0","J6"
"1668125058-552","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-09-19","20:30","Estoril Praia","Sporting","0-1","J6"
"1668125058-553","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-09-20","19:00","Benfica","Boavista","3-1","J6"
"1668125058-554","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-09-20","21:15","SC Braga","CD Tondela","3-1","J6"
"1668125058-555","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-09-24","19:00","Sporting","Marítimo","1-0","J7"
"1668125058-556","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-09-24","21:15","Gil Vicente","FC Porto","1-2","J7"
"1668125058-557","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-09-25","15:30","Moreirense","FC Arouca","2-1","J7"
"1668125058-558","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-09-25","18:00","Vitória SC","Benfica","1-3","J7"
"1668125058-559","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-09-25","20:30","CD Tondela","FC Famalicão","3-2","J7"
"1668125058-560","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-09-26","18:00","Santa Clara","SC Braga","1-1","J7"
"1668125058-561","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-09-26","20:30","Portimonense","FC Vizela","0-0","J7"
"1668125058-562","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-09-27","19:00","Paços de Ferreira","B SAD","2-2","J7"
"1668125058-563","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-09-27","21:15","Boavista","Estoril Praia","1-1","J7"
"1668125058-564","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-01","19:00","Marítimo","Moreirense","0-0","J8"
"1668125058-565","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-01","21:15","FC Famalicão","Vitória SC","1-2","J8"
"1668125058-566","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-02","15:30","FC Vizela","Santa Clara","1-1","J8"
"1668125058-567","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-02","18:00","FC Porto","Paços de Ferreira","2-1","J8"
"1668125058-568","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-02","20:30","FC Arouca","Sporting","1-2","J8"
"1668125058-569","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-03","15:30","B SAD","CD Tondela","0-2","J8"
"1668125058-570","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-03","18:00","Estoril Praia","Gil Vicente","2-2","J8"
"1668125058-571","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-03","18:00","Benfica","Portimonense","0-1","J8"
"1668125058-572","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-03","20:30","SC Braga","Boavista","2-2","J8"
"1668125058-573","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-22","20:15","Vitória SC","Marítimo","2-1","J9"
"1668125058-574","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-23","15:30","Santa Clara","FC Famalicão","0-2","J9"
"1668125058-575","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-23","18:00","CD Tondela","FC Porto","1-3","J9"
"1668125058-576","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-23","20:30","Sporting","Moreirense","1-0","J9"
"1668125058-577","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-24","15:30","Paços de Ferreira","FC Arouca","0-0","J9"
"1668125058-578","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-24","18:00","FC Vizela","Benfica","0-1","J9"
"1668125058-579","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-24","20:30","Portimonense","Estoril Praia","0-2","J9"
"1668125058-580","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-25","19:00","Gil Vicente","SC Braga","0-1","J9"
"1668125058-581","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-25","21:15","Boavista","B SAD","0-0","J9"
"1668125058-582","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-29","20:15","FC Arouca","CD Tondela","2-0","J10"
"1668125058-583","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-30","17:00","FC Porto","Boavista","4-1","J10"
"1668125058-584","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-30","19:00","Estoril Praia","Benfica","1-1","J10"
"1668125058-585","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-30","21:15","Sporting","Vitória SC","1-0","J10"
"1668125058-586","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-31","15:30","Marítimo","Gil Vicente","1-2","J10"
"1668125058-587","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-31","18:00","B SAD","Santa Clara","2-1","J10"
"1668125058-588","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-10-31","20:30","FC Famalicão","FC Vizela","1-1","J10"
"1668125058-589","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-11-01","19:00","SC Braga","Portimonense","3-0","J10"
"1668125058-590","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-11-01","21:15","Moreirense","Paços de Ferreira","1-1","J10"
"1668125058-591","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-11-05","19:00","Gil Vicente","FC Arouca","1-1","J11"
"1668125058-592","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-11-05","21:15","Boavista","FC Famalicão","2-5","J11"
"1668125058-593","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-11-06","15:30","FC Vizela","Estoril Praia","1-1","J11"
"1668125058-594","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-11-06","18:00","Portimonense","B SAD","2-0","J11"
"1668125058-595","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-11-06","20:30","Vitória SC","Moreirense","2-1","J11"
"1668125058-596","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-11-07","14:00","CD Tondela","Marítimo","4-2","J11"
"1668125058-597","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-11-07","17:00","Santa Clara","FC Porto","0-3","J11"
"1668125058-598","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-11-07","19:00","Paços de Ferreira","Sporting","0-2","J11"
"1668125058-599","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-11-07","21:15","Benfica","SC Braga","6-1","J11"
"1668125058-600","https://www.zerozero.pt/edition_matches.php?id=156405","https://www.zerozero.pt/edition_matches.php?id_edicao=156405&fase_in&equipa=0&estado=&filtro=&op=calendario&page=2","2021-11-26","20:15","Moreirense","Gil Vicente","2-2","J12"
